date,quintile,pre_vol,is_signal,in_analysis_period
1990-10-10,,0.015480090069951382,False,False
1990-10-11,,0.015902113907611187,False,False
1990-10-12,,0.01574899757026691,False,False
1990-10-15,,0.01566580367409529,False,False
1990-10-16,,0.01587517376289781,False,False
1990-10-17,,0.015491978828847173,False,False
1990-10-18,,0.016117409661698116,False,False
1990-10-19,,0.01526255361601372,False,False
1990-10-22,,0.01540393742179515,False,False
1990-10-23,,0.015177985985567178,False,False
1990-10-24,,0.015137820215578274,False,False
1990-10-25,,0.015251876662625353,False,False
1990-10-26,,0.015794660288053798,False,False
1990-10-29,,0.01426525966861666,False,False
1990-10-30,,0.013735698116534209,False,False
1990-10-31,,0.012804552152808067,False,False
1990-11-01,,0.012445782887518544,False,False
1990-11-02,,0.01278981422579958,False,False
1990-11-05,,0.011986436523023362,False,False
1990-11-06,,0.012456293875629004,False,False
1990-11-07,,0.012217750778899665,False,False
1990-11-08,,0.010650760301051972,False,False
1990-11-09,,0.01185836050671232,False,False
1990-11-12,,0.012596253735345089,False,False
1990-11-13,,0.012746457011978995,False,False
1990-11-14,,0.012611768976192513,False,False
1990-11-15,,0.011858027447332832,False,False
1990-11-16,,0.01136722015878125,False,False
1990-11-19,,0.01136191199526956,False,False
1990-11-20,,0.012139801566221504,False,False
1990-11-21,,0.011957970733565127,False,False
1990-11-23,,0.011354497366421263,False,False
1990-11-26,,0.011178490664390662,False,False
1990-11-27,,0.010855630927772052,False,False
1990-11-28,,0.009314108306889522,False,False
1990-11-29,,0.009493116080954062,False,False
1990-11-30,,0.009274800159610803,False,False
1990-12-03,,0.008131184551078722,False,False
1990-12-04,,0.00802836423158632,False,False
1990-12-05,,0.008198155518662483,False,False
1990-12-06,,0.0074922370926313285,False,False
1990-12-07,,0.0076839127638063465,False,False
1990-12-10,,0.007578155718061496,False,False
1990-12-11,,0.0068906407441226385,False,False
1990-12-12,,0.007291954837919358,False,False
1990-12-13,,0.007268898732635644,False,False
1990-12-14,,0.007805815866760084,False,False
1990-12-17,,0.007860268319205568,False,False
1990-12-18,,0.00830873214894837,False,False
1990-12-19,,0.008058638206603732,False,False
1990-12-20,,0.0068064306279697895,False,False
1990-12-21,,0.0067692942821145395,False,False
1990-12-24,,0.006847950008655094,False,False
1990-12-26,,0.006246976338437682,False,False
1990-12-27,,0.006570139927675384,False,False
1990-12-28,,0.006483730285880391,False,False
1990-12-31,,0.00653178855627712,False,False
1991-01-02,,0.0069709966685885414,False,False
1991-01-03,,0.007078321328267055,False,False
1991-01-04,,0.00708074637298165,False,False
1991-01-07,,0.008111473247366035,False,False
1991-01-08,,0.008114431321707619,False,False
1991-01-09,,0.00718087190252789,False,False
1991-01-10,,0.008013873320870377,False,False
1991-01-11,,0.008116751743851323,False,False
1991-01-14,,0.007869416899131655,False,False
1991-01-15,,0.008155097519304138,False,False
1991-01-16,,0.008546733838206132,False,False
1991-01-17,,0.01352766432612436,False,False
1991-01-18,,0.013966487211507006,False,False
1991-01-21,,0.013964601399503484,False,False
1991-01-22,,0.013786900515959245,False,False
1991-01-23,,0.013197326347639801,False,False
1991-01-24,,0.013488463540067702,False,False
1991-01-25,,0.012134590907099518,False,False
1991-01-28,,0.012078893928695695,False,False
1991-01-29,,0.011351343844204775,False,False
1991-01-30,,0.0115911301876469,False,False
1991-01-31,,0.011570667329462856,False,False
1991-02-01,,0.01106378102292625,False,False
1991-02-04,,0.011264006338698614,False,False
1991-02-05,,0.011266266726127962,False,False
1991-02-06,,0.008397046651589883,False,False
1991-02-07,,0.008611115870145222,False,False
1991-02-08,,0.008271505790088451,False,False
1991-02-11,,0.008713880825613111,False,False
1991-02-12,,0.009782168615900373,False,False
1991-02-13,,0.009631815244598873,False,False
1991-02-14,,0.01101677938191371,False,False
1991-02-15,,0.011046474266807934,False,False
1991-02-19,,0.0109793483650319,False,False
1991-02-20,,0.011725578044792321,False,False
1991-02-21,,0.011749668897711391,False,False
1991-02-22,,0.01161131446105026,False,False
1991-02-25,,0.01119323540363785,False,False
1991-02-26,,0.01187349157479833,False,False
1991-02-27,,0.011334888144731232,False,False
1991-02-28,,0.011247963131419956,False,False
1991-03-01,,0.011305597373111386,False,False
1991-03-04,,0.009173472760081828,False,False
1991-03-05,,0.010194510463834352,False,False
1991-03-06,,0.010001275093208471,False,False
1991-03-07,,0.00913323180180033,False,False
1991-03-08,,0.008638270819130623,False,False
1991-03-11,,0.008809417675717152,False,False
1991-03-12,,0.008463195060395211,False,False
1991-03-13,,0.008961956806200223,False,False
1991-03-14,,0.009050106465586781,False,False
1991-03-15,,0.009016574579872533,False,False
1991-03-18,,0.00831645620972575,False,False
1991-03-19,,0.008706239614070995,False,False
1991-03-20,,0.008750782337115614,False,False
1991-03-21,,0.008395151291250706,False,False
1991-03-22,,0.008407385699361484,False,False
1991-03-25,,0.006471761580546962,False,False
1991-03-26,,0.008168755620994207,False,False
1991-03-27,,0.008195836003121244,False,False
1991-03-28,,0.008166233120140903,False,False
1991-04-01,,0.008537376862251483,False,False
1991-04-02,,0.010070145309891176,False,False
1991-04-03,,0.009638773137279668,False,False
1991-04-04,,0.009584419327120825,False,False
1991-04-05,,0.010185830964406582,False,False
1991-04-08,,0.010338405415135763,False,False
1991-04-09,,0.010176874460832656,False,False
1991-04-10,,0.010173844967203102,False,False
1991-04-11,,0.010473194368036598,False,False
1991-04-12,,0.010565013665531297,False,False
1991-04-15,,0.010505048920817243,False,False
1991-04-16,,0.010437668969536018,False,False
1991-04-17,,0.010430893866491172,False,False
1991-04-18,,0.01061803234122752,False,False
1991-04-19,,0.010668177175802089,False,False
1991-04-22,,0.009433174740276126,False,False
1991-04-23,,0.009430903330965542,False,False
1991-04-24,,0.009437386110553628,False,False
1991-04-25,,0.009211526521496047,False,False
1991-04-26,,0.008919972578390818,False,False
1991-04-29,,0.00900167986310427,False,False
1991-04-30,,0.009071808544545258,False,False
1991-05-01,,0.009190402197247335,False,False
1991-05-02,,0.008980706033347498,False,False
1991-05-03,,0.008964284971450036,False,False
1991-05-06,,0.007549545515328384,False,False
1991-05-07,,0.007259620765548123,False,False
1991-05-08,,0.007361113001074862,False,False
1991-05-09,,0.007772520542410784,False,False
1991-05-10,,0.00916402531168876,False,False
1991-05-13,,0.009180665792093454,False,False
1991-05-14,,0.009717753476985025,False,False
1991-05-15,,0.009666468728164712,False,False
1991-05-16,,0.010169903968800364,False,False
1991-05-17,,0.009465637308424776,False,False
1991-05-20,,0.009367630835617834,False,False
1991-05-21,,0.008897479250521777,False,False
1991-05-22,,0.008929788248569945,False,False
1991-05-23,,0.008940458388101655,False,False
1991-05-24,,0.009175531928171872,False,False
1991-05-28,,0.009492774147339506,False,False
1991-05-29,,0.009478886553688903,False,False
1991-05-30,,0.009335440569063526,False,False
1991-05-31,,0.007368006552173063,False,False
1991-06-03,,0.007613352684809572,False,False
1991-06-04,,0.00619609823275459,False,False
1991-06-05,,0.006010749618684847,False,False
1991-06-06,,0.00595131450229939,False,False
1991-06-07,,0.006915674644109115,False,False
1991-06-10,,0.006971418823086991,False,False
1991-06-11,,0.006854655933134719,False,False
1991-06-12,,0.007630069445291783,False,False
1991-06-13,,0.007592357587535249,False,False
1991-06-14,,0.008070657950093518,False,False
1991-06-17,,0.007602192916779608,False,False
1991-06-18,,0.007624698901995722,False,False
1991-06-19,,0.007146824919839328,False,False
1991-06-20,,0.006668935575646357,False,False
1991-06-21,,0.007045374803480095,False,False
1991-06-24,,0.008261172726095844,False,False
1991-06-25,,0.008211628493396851,False,False
1991-06-26,,0.008321856403219198,False,False
1991-06-27,,0.008300929330324768,False,False
1991-06-28,,0.008552881858166996,False,False
1991-07-01,,0.009833884657047876,False,False
1991-07-02,,0.009315908196977942,False,False
1991-07-03,,0.009743094697325122,False,False
1991-07-05,,0.009044216777960287,False,False
1991-07-08,,0.009478455074293788,False,False
1991-07-09,,0.009504306713632601,False,False
1991-07-10,,0.009164690161415065,False,False
1991-07-11,,0.009202004432973164,False,False
1991-07-12,,0.009346641435239502,False,False
1991-07-15,,0.007712661476193891,False,False
1991-07-16,,0.007764646081993304,False,False
1991-07-17,,0.007804150459686846,False,False
1991-07-18,,0.008044698962079518,False,False
1991-07-19,,0.007589781999690008,False,False
1991-07-22,,0.006254651701903382,False,False
1991-07-23,,0.006792550935459192,False,False
1991-07-24,,0.0060132048274937734,False,False
1991-07-25,,0.00616360682204311,False,False
1991-07-26,,0.005600677608853484,False,False
1991-07-29,,0.005532115606117244,False,False
1991-07-30,,0.005864444820148225,False,False
1991-07-31,,0.0058593039720086565,False,False
1991-08-01,,0.005608606945956355,False,False
1991-08-02,,0.005472266659866543,False,False
1991-08-05,,0.0056808243231491395,False,False
1991-08-06,,0.006722182389813845,False,False
1991-08-07,,0.006188794008024567,False,False
1991-08-08,,0.0061983791836436805,False,False
1991-08-09,,0.006343523286640805,False,False
1991-08-12,,0.0056764746384026675,False,False
1991-08-13,,0.005609763154284579,False,False
1991-08-14,,0.0054929468787733625,False,False
1991-08-15,,0.005538858251848724,False,False
1991-08-16,,0.006138543071779089,False,False
1991-08-19,,0.008451639610633157,False,False
1991-08-20,,0.008764975319572965,False,False
1991-08-21,,0.011975204522751621,False,False
1991-08-22,,0.011978825058289885,False,False
1991-08-23,,0.011950561763618587,False,False
1991-08-26,,0.011388103466693326,False,False
1991-08-27,,0.011408159970191407,False,False
1991-08-28,,0.01157623085344295,False,False
1991-08-29,,0.011416213393855566,False,False
1991-08-30,,0.01147210241759887,False,False
1991-09-03,,0.011720894220533315,False,False
1991-09-04,,0.011830474761416415,False,False
1991-09-05,,0.011838223978457947,False,False
1991-09-06,,0.01151025950126169,False,False
1991-09-09,,0.009143682334095488,False,False
1991-09-10,,0.00957466690131133,False,False
1991-09-11,,0.0052025001264890125,False,False
1991-09-12,,0.0054707504100980865,False,False
1991-09-13,,0.005449481749142199,False,False
1991-09-16,,0.005818218382516073,False,False
1991-09-17,,0.0058193372692641404,False,False
1991-09-18,,0.005226324698973225,False,False
1991-09-19,,0.0052940651754542906,False,False
1991-09-20,,0.005327408629796874,False,False
1991-09-23,,0.005070585359140314,False,False
1991-09-24,,0.005117720715404878,False,False
1991-09-25,,0.005118042357904663,False,False
1991-09-26,,0.005119503182270474,False,False
1991-09-27,,0.0051218748772147,False,False
1991-09-30,,0.004448625041154631,False,False
1991-10-01,,0.004510130388581929,False,False
1991-10-02,,0.004332281437524637,False,False
1991-10-03,,0.0043465283918015275,False,False
1991-10-04,,0.004593763074033971,False,False
1991-10-07,,0.004701583870317983,False,False
1991-10-08,,0.004652963885186964,False,False
1991-10-09,,0.005157072784239947,False,False
1991-10-10,,0.006033837036425356,False,False
1991-10-11,,0.006004747372657942,False,False
1991-10-14,,0.0069461120811774605,False,False
1991-10-15,,0.007604217546787654,False,False
1991-10-16,,0.007650430061284155,False,False
1991-10-17,,0.007672086915617285,False,False
1991-10-18,,0.0075890938102625835,False,False
1991-10-21,,0.007779625676195009,False,False
1991-10-22,,0.007907552846761461,False,False
1991-10-23,,0.00739572669225575,False,False
1991-10-24,,0.007307150171643404,False,False
1991-10-25,,0.00720232458317309,False,False
1991-10-28,,0.007976350943482648,False,False
1991-10-29,,0.007239067388995772,False,False
1991-10-30,,0.006951511188612599,False,False
1991-10-31,,0.007017216107869932,False,False
1991-11-01,,0.006349632598491264,False,False
1991-11-04,,0.0055862282463792975,False,False
1991-11-05,,0.0055016653392494334,False,False
1991-11-06,,0.005581425754889547,False,False
1991-11-07,,0.006173584550198172,False,False
1991-11-08,,0.005926442959433803,False,False
1991-11-11,,0.005656581287795345,False,False
1991-11-12,,0.006057875048054948,False,False
1991-11-13,,0.00547475251491736,False,False
1991-11-14,,0.005388965706576044,False,False
1991-11-15,,0.011208783998887032,False,False
1991-11-18,,0.011296803037552327,False,False
1991-11-19,,0.011790295780348715,False,False
1991-11-20,,0.011785373326879523,False,False
1991-11-21,,0.011915928854810253,False,False
1991-11-22,,0.01212081195161697,False,False
1991-11-25,,0.012114630804241522,False,False
1991-11-26,,0.012289646916323805,False,False
1991-11-27,,0.011811735628516886,False,False
1991-11-29,,0.011807906722055775,False,False
1991-12-02,,0.012904674673890722,False,False
1991-12-03,,0.012496089310419123,False,False
1991-12-04,,0.012428564392682483,False,False
1991-12-05,,0.012446412916636106,False,False
1991-12-06,,0.007966601597600504,False,False
1991-12-09,,0.00767433047257604,False,False
1991-12-10,,0.006548903542859893,False,False
1991-12-11,,0.006522844194970369,False,False
1991-12-12,,0.0070106993416544664,False,False
1991-12-13,,0.006542206344911645,False,False
1991-12-16,,0.0064746619332712125,False,False
1991-12-17,,0.0064841873848022515,False,False
1991-12-18,,0.0063480403175674785,False,False
1991-12-19,,0.00629327280301792,False,False
1991-12-20,,0.005527011150160172,False,False
1991-12-23,,0.008389940480972743,False,False
1991-12-24,,0.008291165134855583,False,False
1991-12-26,,0.008104111688468245,False,False
1991-12-27,,0.008107810147279574,False,False
1991-12-30,,0.008878541005222309,False,False
1991-12-31,,0.008631853147473929,False,False
1992-01-02,,0.008572014461885083,False,False
1992-01-03,,0.008542894173985608,False,False
1992-01-06,,0.00894559276518334,False,False
1992-01-07,,0.009019921693683552,False,False
1992-01-08,,0.00861717804629744,False,False
1992-01-09,,0.008777015934384427,False,False
1992-01-10,,0.009087347804907728,False,False
1992-01-13,,0.009132776679737926,False,False
1992-01-14,,0.007687141932802869,False,False
1992-01-15,,0.007708537448690435,False,False
1992-01-16,,0.0075543400783353665,False,False
1992-01-17,,0.007540917724859962,False,False
1992-01-20,,0.005494663438693103,False,False
1992-01-21,,0.005840628708170766,False,False
1992-01-22,,0.006938715463819113,False,False
1992-01-23,,0.0070793357935584195,False,False
1992-01-24,,0.007057831406968208,False,False
1992-01-27,,0.007056358801611238,False,False
1992-01-28,,0.007031969516032454,False,False
1992-01-29,,0.007589653812145855,False,False
1992-01-30,,0.007540464446581888,False,False
1992-01-31,,0.007724904325049984,False,False
1992-02-03,,0.006380199427972926,False,False
1992-02-04,,0.007170560673903888,False,False
1992-02-05,,0.007032555473607142,False,False
1992-02-06,,0.007005180548897149,False,False
1992-02-07,,0.007042691934109518,False,False
1992-02-10,,0.006892191148049547,False,False
1992-02-11,,0.005787890541178188,False,False
1992-02-12,,0.0058790505138136655,False,False
1992-02-13,,0.006305923042581794,False,False
1992-02-14,,0.006341746021395121,False,False
1992-02-18,,0.007103434086278289,False,False
1992-02-19,,0.006549816444840101,False,False
1992-02-20,,0.0075238510165610015,False,False
1992-02-21,,0.007457557700747287,False,False
1992-02-24,,0.007460682906814485,False,False
1992-02-25,,0.0069690549763775245,False,False
1992-02-26,,0.007726719933196609,False,False
1992-02-27,,0.007795406835876138,False,False
1992-02-28,,0.007610546301179763,False,False
1992-03-02,,0.007397866912517347,False,False
1992-03-03,,0.007404736765668421,False,False
1992-03-04,,0.0073128190242183495,False,False
1992-03-05,,0.0072216326564247665,False,False
1992-03-06,,0.0072836884777303336,False,False
1992-03-09,,0.0065875629194373205,False,False
1992-03-10,,0.006667030886196903,False,False
1992-03-11,,0.005536965791595162,False,False
1992-03-12,,0.005406683738902923,False,False
1992-03-13,,0.005587370213891099,False,False
1992-03-16,,0.005537942789101558,False,False
1992-03-17,,0.004899561210394385,False,False
1992-03-18,,0.004842779731613668,False,False
1992-03-19,,0.004846334376699872,False,False
1992-03-20,,0.004971514431941018,False,False
1992-03-23,,0.00502865722101404,False,False
1992-03-24,,0.004517554402338119,False,False
1992-03-25,,0.004190319839790269,False,False
1992-03-26,,0.003905343357245285,False,False
1992-03-27,,0.004914261087278693,False,False
1992-03-30,,0.004747906400424782,False,False
1992-03-31,,0.0044094789444927215,False,False
1992-04-01,,0.004423995122757604,False,False
1992-04-02,,0.004841269483562747,False,False
1992-04-03,,0.004898909428512456,False,False
1992-04-06,,0.005221846784135741,False,False
1992-04-07,,0.007111612457736756,False,False
1992-04-08,,0.00726520474470375,False,False
1992-04-09,,0.00861802686133498,False,False
1992-04-10,,0.009080606889620894,False,False
1992-04-13,,0.00917929510015905,False,False
1992-04-14,,0.010058759862191916,False,False
1992-04-15,,0.01031439283562579,False,False
1992-04-16,,0.009730099107190636,False,False
1992-04-20,,0.010652152816582985,False,False
1992-04-21,,0.01065493668050486,False,False
1992-04-22,,0.010671558624065696,False,False
1992-04-23,,0.010279054150573421,False,False
1992-04-24,,0.010507752402053412,False,False
1992-04-27,,0.010220028296282357,False,False
1992-04-28,,0.00858992370982131,False,False
1992-04-29,,0.008073917899587935,False,False
1992-04-30,,0.0073695348269863506,False,False
1992-05-01,,0.00742599318980078,False,False
1992-05-04,,0.007788124889672882,False,False
1992-05-05,,0.006748438405614213,False,False
1992-05-06,,0.006275892718030983,False,False
1992-05-07,,0.006305592456960373,False,False
1992-05-08,,0.004815729380765687,False,False
1992-05-11,,0.00497598746181894,False,False
1992-05-12,,0.0052554751867047765,False,False
1992-05-13,,0.005173832922094768,False,False
1992-05-14,,0.005369126038475369,False,False
1992-05-15,,0.005776264980699605,False,False
1992-05-18,,0.006014091888939725,False,False
1992-05-19,,0.006149477143020093,False,False
1992-05-20,,0.005914426684678445,False,False
1992-05-21,,0.005987353144938184,False,False
1992-05-22,,0.005283022930599619,False,False
1992-05-26,,0.005505062382219897,False,False
1992-05-27,,0.005552352591485653,False,False
1992-05-28,,0.006359776674770931,False,False
1992-05-29,,0.006426283765977215,False,False
1992-06-01,,0.006350227425543319,False,False
1992-06-02,,0.006664952678750233,False,False
1992-06-03,,0.006714291231301052,False,False
1992-06-04,,0.00640992631777426,False,False
1992-06-05,,0.006042633212152784,False,False
1992-06-08,,0.005789715855373008,False,False
1992-06-09,,0.005614215400145639,False,False
1992-06-10,,0.00581882208626347,False,False
1992-06-11,,0.0057967977774837295,False,False
1992-06-12,,0.005722656111182133,False,False
1992-06-15,,0.005508891431190985,False,False
1992-06-16,,0.005605776507623093,False,False
1992-06-17,,0.005734352266954553,False,False
1992-06-18,,0.005733283250401602,False,False
1992-06-19,,0.005953607351613916,False,False
1992-06-22,,0.005633983780867013,False,False
1992-06-23,,0.005577756967953642,False,False
1992-06-24,,0.005573630450361707,False,False
1992-06-25,,0.005538231669445398,False,False
1992-06-26,,0.005569508521610042,False,False
1992-06-29,,0.006582093107854381,False,False
1992-06-30,,0.0063242939609320144,False,False
1992-07-01,,0.006950212850025734,False,False
1992-07-02,,0.006998374982336188,False,False
1992-07-06,,0.007106808647519291,False,False
1992-07-07,,0.007685000234211174,False,False
1992-07-08,,0.006349616414133456,False,False
1992-07-09,,0.006549043546247222,False,False
1992-07-10,,0.006430914227342832,False,False
1992-07-13,,0.006400561253912273,False,False
1992-07-14,,0.006522356895328816,False,False
1992-07-15,,0.006556884801852388,False,False
1992-07-16,,0.006463835064057088,False,False
1992-07-17,,0.006730380273225765,False,False
1992-07-20,,0.006075487154290595,False,False
1992-07-21,,0.006028292540494795,False,False
1992-07-22,,0.00553283846976132,False,False
1992-07-23,,0.005547576055666628,False,False
1992-07-24,,0.005365360806064475,False,False
1992-07-27,,0.004337729290279122,False,False
1992-07-28,,0.005723066105520529,False,False
1992-07-29,,0.005919641311593955,False,False
1992-07-30,,0.005958889164141481,False,False
1992-07-31,,0.005957901641556835,False,False
1992-08-03,,0.005774599903997152,False,False
1992-08-04,,0.005786860160711362,False,False
1992-08-05,,0.006032093685264716,False,False
1992-08-06,,0.005979852849145071,False,False
1992-08-07,,0.005950898917414467,False,False
1992-08-10,,0.005946500573854413,False,False
1992-08-11,,0.005553618077311208,False,False
1992-08-12,,0.005637714227570691,False,False
1992-08-13,,0.0056139607740698936,False,False
1992-08-14,,0.005707224453883,False,False
1992-08-17,,0.004332045234357393,False,False
1992-08-18,,0.003089134195802343,False,False
1992-08-19,,0.0034137925318133582,False,False
